sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,absences %,absences_category,average_grade,grade_category,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other
0,-1.3723212848889719,0,1,1,-1.60062055123055,-1.410220480815421,-0.6455771205920605,-0.04900419195193345,2.0,1,1,0,0,0,1,1,1,2.0,2.0,3.0,1.0,3.0,4.0,-0.46094859734055194,-0.8784076853371722,-1.2537051731247193,-1.18024844180295,-0.46105007775055384,0,-1.1762214866627474,3.0,False,True,False,False,False,True,False,False,False,False,True,True,False
1,-0.5386681679003448,1,1,1,0.22732092748076627,-1.410220480815421,-0.6455771205920605,-1.2434813707803156,0.0,0,0,0,1,1,1,0,0,4.0,2.0,1.0,1.0,1.0,4.0,-0.46094859734055194,0.3321188068235953,0.34502512938854646,0.7858987013998763,-0.46105007775055384,0,0.541403756307412,0.0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,-0.5386681679003448,1,1,1,0.22732092748076627,0.42919753763947616,-0.6455771205920605,-0.04900419195193345,0.0,1,1,1,1,1,1,1,0,3.0,2.0,2.0,1.0,3.0,4.0,6.026239157042788,0.029487183783403422,0.34502512938854646,0.13051632033226745,6.025996715405202,3,0.18008397999088463,0.0,False,True,False,False,False,False,True,False,True,False,False,True,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,0.42919753763947616,-0.6455771205920605,-0.04900419195193345,0.0,0,1,1,1,1,1,1,0,3.0,2.0,2.0,1.0,2.0,4.0,0.03806584530432036,-0.5757760622969803,-0.45434002186808636,-0.08794447335693546,0.037435345607209375,2,-0.3624382066705682,2.0,False,False,False,True,False,True,False,False,True,False,False,True,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,-2.3299294900428698,0.784963089810801,2.3399501657048307,0.0,0,0,0,1,1,1,1,0,2.0,3.0,2.0,0.0,0.0,0.0,0.2875730666267565,0.029487183783403422,0.07857007896966886,-0.08794447335693546,0.286678057286091,2,-0.0011184303540408033,2.0,False,False,False,True,False,True,False,False,False,False,False,True,False
0,-0.5386681679003448,1,1,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,2.3399501657048307,0.0,0,0,1,0,1,1,1,1,4.0,1.0,2.0,0.0,2.0,2.0,-0.7104558186629881,0.029487183783403422,0.07857007896966886,0.13051632033226745,-0.7102927894294354,0,0.08948277481842191,0.0,False,True,False,False,False,True,False,False,False,False,True,True,False
1,0.29498494908828243,1,1,1,-0.6866498118748918,-1.410220480815421,0.784963089810801,-1.2434813707803156,3.0,1,1,0,1,1,0,1,0,3.0,4.0,0.0,0.0,0.0,2.0,-0.46094859734055194,-0.8784076853371722,-0.720795072286964,-0.08794447335693546,-0.46105007775055384,0,-0.5436406170154936,2.0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,-0.5386681679003448,1,1,1,0.22732092748076627,1.3489065468669248,-0.6455771205920605,-0.04900419195193345,0.0,0,1,0,0,1,1,1,0,1.0,3.0,2.0,0.0,1.0,2.0,0.7865875092716288,-1.7863025544577478,-1.520160223543597,-1.18024844180295,0.7874089104787989,3,-1.5380837851659366,3.0,False,False,False,False,False,True,False,False,False,False,False,True,False
1,-1.3723212848889719,1,1,1,-0.6866498118748918,0.42919753763947616,-0.6455771205920605,-1.2434813707803156,0.0,1,1,1,1,0,1,1,1,2.0,1.0,1.0,0.0,2.0,2.0,-0.46094859734055194,-0.27314443925678844,0.34502512938854646,0.3489771140214704,-0.46105007775055384,0,0.18008397999088463,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False
1,-1.3723212848889719,1,1,1,-0.6866498118748918,0.42919753763947616,-0.6455771205920605,1.1454729868764486,0.0,1,0,1,0,0,1,1,0,4.0,2.0,1.0,0.0,1.0,4.0,-0.2114413760181158,0.029487183783403422,-0.18788497144920877,0.13051632033226745,-0.21180736607167217,1,-0.0011184303540408033,2.0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,-1.3723212848889719,1,0,1,0.22732092748076627,-0.49051147158797254,-0.6455771205920605,-0.04900419195193345,0.0,0,1,1,0,1,1,1,0,3.0,3.0,3.0,0.0,0.0,4.0,0.5370802879491927,-1.181039308377364,-1.2537051731247193,-0.9617876481137472,0.5381661987999173,2,-1.1762214866627474,3.0,False,False,True,False,False,True,False,False,False,False,True,True,False
1,-1.3723212848889719,1,0,1,-0.6866498118748918,-0.49051147158797254,0.784963089810801,-0.04900419195193345,0.0,0,0,1,1,1,1,1,0,4.0,2.0,2.0,0.0,2.0,3.0,-0.2114413760181158,1.240013675944171,1.1443902806451793,1.004359495089079,-0.21180736607167217,1,1.1745271481413275,1.0,False,False,True,False,False,False,True,False,True,False,False,True,False
0,-1.3723212848889719,1,1,1,-1.60062055123055,-1.410220480815421,-0.6455771205920605,-0.04900419195193345,0.0,0,1,0,1,0,1,1,0,3.0,2.0,1.0,1.0,2.0,3.0,-0.46094859734055194,-0.5757760622969803,-0.18788497144920877,-0.08794447335693546,-0.46105007775055384,0,-0.2723795236847672,2.0,False,True,False,False,False,True,False,False,True,False,False,False,False
0,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,0.784963089810801,-0.04900419195193345,2.0,0,0,1,0,1,1,1,1,3.0,3.0,3.0,1.0,2.0,4.0,0.03806584530432036,-1.181039308377364,-0.45434002186808636,-0.5248660607353413,0.037435345607209375,2,-0.7243005051737573,2.0,False,False,True,False,False,False,True,False,False,False,True,False,False
0,-0.5386681679003448,1,0,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,-0.04900419195193345,0.0,0,1,0,0,1,1,0,0,3.0,2.0,3.0,0.0,1.0,1.0,-0.2114413760181158,-0.8784076853371722,-0.9872501227058417,-0.9617876481137472,-0.21180736607167217,1,-0.9955615985044838,3.0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,-1.3723212848889719,1,1,1,1.1412916668364244,-0.49051147158797254,-0.6455771205920605,1.1454729868764486,0.0,0,1,0,1,1,1,1,0,4.0,2.0,2.0,0.0,2.0,0.0,-0.2114413760181158,0.6347504298637872,0.8779352302263017,0.7858987013998763,-0.21180736607167217,1,0.8126648496381385,0.0,False,True,False,False,False,True,False,False,False,False,True,True,False
1,-0.5386681679003448,1,1,1,-0.6866498118748918,-0.49051147158797254,0.784963089810801,-0.04900419195193345,1.0,0,0,1,1,0,1,1,0,3.0,3.0,1.0,0.0,0.0,2.0,0.7865875092716288,0.029487183783403422,-0.18788497144920877,-0.08794447335693546,0.7874089104787989,3,-0.09117711333984178,2.0,False,False,True,False,False,True,False,False,False,False,True,False,False
1,-0.5386681679003448,1,0,0,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-0.04900419195193345,0.0,0,1,0,0,1,1,0,0,3.0,0.0,2.0,2.0,4.0,4.0,1.5351091732389375,-0.8784076853371722,-1.2537051731247193,-0.7433268544245443,1.5351370455154436,3,-0.9955615985044838,3.0,False,False,False,True,True,False,False,False,False,False,True,True,False
0,-0.5386681679003448,1,1,1,0.22732092748076627,0.42919753763947616,-0.6455771205920605,1.1454729868764486,0.0,0,1,1,0,1,1,1,1,3.0,2.0,2.0,0.0,2.0,3.0,-0.7104558186629881,-1.181039308377364,-0.9872501227058417,-0.5248660607353413,-0.7102927894294354,0,-0.904960393332021,2.0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,-1.3723212848889719,1,1,1,1.1412916668364244,0.42919753763947616,-0.6455771205920605,-1.2434813707803156,0.0,0,0,1,1,1,1,1,0,3.0,4.0,4.0,0.0,2.0,0.0,-0.2114413760181158,1.5426452989843629,1.6773003814829346,1.659741876156688,-0.21180736607167217,1,1.7170493348027804,1.0,False,False,True,False,False,True,False,False,False,False,True,True,False
0,-0.5386681679003448,1,0,1,0.22732092748076627,-1.410220480815421,-0.6455771205920605,-0.04900419195193345,0.0,1,1,0,0,1,1,0,0,2.0,2.0,2.0,1.0,2.0,1.0,-0.2114413760181158,-1.181039308377364,-1.2537051731247193,-0.9617876481137472,-0.21180736607167217,1,-1.1762214866627474,3.0,False,True,False,False,False,True,False,False,True,False,False,False,False
0,-0.5386681679003448,1,1,1,1.1412916668364244,-0.49051147158797254,0.784963089810801,-0.04900419195193345,0.0,0,1,1,1,1,1,1,0,4.0,2.0,2.0,0.0,0.0,0.0,-0.7104558186629881,0.029487183783403422,-0.18788497144920877,-0.08794447335693546,-0.7102927894294354,0,-0.09117711333984178,2.0,False,False,False,True,False,False,True,False,True,False,False,True,False
1,-1.3723212848889719,1,0,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,2.3399501657048307,0.0,0,1,0,1,1,1,1,0,3.0,2.0,3.0,0.0,0.0,3.0,0.03806584530432036,0.029487183783403422,0.6114801798074241,0.7858987013998763,0.037435345607209375,2,0.541403756307412,0.0,False,False,True,False,True,False,False,False,False,False,True,True,False
0,-1.3723212848889719,0,1,1,-1.60062055123055,-1.410220480815421,0.784963089810801,2.3399501657048307,1.0,1,1,1,1,1,1,1,0,2.0,0.0,1.0,0.0,0.0,0.0,-0.46094859734055194,-1.181039308377364,-0.18788497144920877,-0.08794447335693546,-0.46105007775055384,0,-0.4530394118430309,2.0,False,False,False,False,False,True,False,False,True,False,False,True,False
1,-0.5386681679003448,0,1,1,1.1412916668364244,0.42919753763947616,0.784963089810801,-1.2434813707803156,0.0,1,1,0,1,0,1,1,0,2.0,2.0,2.0,0.0,0.0,3.0,-0.46094859734055194,0.029487183783403422,1.1443902806451793,1.004359495089079,-0.46105007775055384,0,0.8126648496381385,0.0,False,False,True,False,False,True,False,False,False,False,True,True,False
0,-0.5386681679003448,1,1,1,-0.6866498118748918,-1.410220480815421,-0.6455771205920605,-0.04900419195193345,0.0,0,1,1,0,1,1,0,1,3.0,2.0,4.0,0.0,0.0,4.0,-0.46094859734055194,-0.8784076853371722,-0.45434002186808636,-0.08794447335693546,-0.46105007775055384,0,-0.4530394118430309,2.0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,-0.5386681679003448,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,0,0,0,1,0,1,1,0,4.0,2.0,3.0,0.0,1.0,0.0,0.03806584530432036,0.029487183783403422,0.8779352302263017,0.7858987013998763,0.037435345607209375,2,0.6320049614798747,0.0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,-0.5386681679003448,1,1,1,1.1412916668364244,0.42919753763947616,-0.6455771205920605,1.1454729868764486,0.0,1,1,1,0,1,1,1,0,4.0,2.0,4.0,0.0,0.0,2.0,-0.7104558186629881,-1.181039308377364,-0.45434002186808636,-0.5248660607353413,-0.7102927894294354,0,-0.7243005051737573,2.0,False,True,False,False,False,False,False,False,False,False,False,True,False
1,-0.5386681679003448,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,1,1,1,1,1,1,1,0,3.0,4.0,4.0,4.0,4.0,3.0,1.036094730594065,-1.181039308377364,-0.9872501227058417,-1.18024844180295,1.0366516221576807,3,-1.1762214866627474,3.0,False,False,True,False,False,False,True,False,False,True,False,True,False
1,-0.5386681679003448,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,1.1454729868764486,0.0,0,1,0,1,1,1,1,1,3.0,3.0,2.0,0.0,0.0,3.0,-0.7104558186629881,1.5426452989843629,1.6773003814829346,1.441281082467485,-0.7102927894294354,0,1.6264481296303177,1.0,False,False,True,False,False,False,False,True,False,True,False,False,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,0,1,0,1,0,1,1,0,4.0,2.0,2.0,0.0,0.0,4.0,-0.2114413760181158,-0.27314443925678844,0.6114801798074241,0.7858987013998763,-0.21180736607167217,1,0.45134507332161106,0.0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,-1.3723212848889719,1,1,1,0.22732092748076627,-0.49051147158797254,0.784963089810801,-0.04900419195193345,0.0,1,1,1,0,1,1,1,0,3.0,2.0,4.0,0.0,0.0,1.0,2.533138058528682,-1.181039308377364,-1.2537051731247193,-0.9617876481137472,2.53210789223097,3,-1.1762214866627474,3.0,False,False,True,False,False,True,False,False,True,False,False,True,False
1,-1.3723212848889719,1,1,0,0.22732092748076627,1.3489065468669248,-0.6455771205920605,-0.04900419195193345,0.0,0,1,1,1,1,1,1,0,4.0,3.0,3.0,0.0,0.0,0.0,-0.7104558186629881,1.5426452989843629,1.9437554319018122,1.659741876156688,-0.7102927894294354,0,1.8076505399752432,1.0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,-1.3723212848889719,1,1,0,0.22732092748076627,0.42919753763947616,-0.6455771205920605,2.3399501657048307,0.0,1,0,0,0,1,1,0,0,3.0,2.0,2.0,0.0,0.0,3.0,0.5370802879491927,-0.27314443925678844,0.07857007896966886,0.13051632033226745,0.5381661987999173,2,-0.0011184303540408033,2.0,False,True,False,False,True,False,False,False,False,False,True,False,False
0,-1.3723212848889719,1,1,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,2.3399501657048307,0.0,1,1,1,0,1,1,1,0,4.0,0.0,1.0,0.0,0.0,2.0,0.2875730666267565,-1.181039308377364,-0.720795072286964,-0.5248660607353413,0.286678057286091,2,-0.81490171034622,2.0,False,True,False,False,False,True,False,False,False,False,False,True,False
1,-0.5386681679003448,1,1,1,0.22732092748076627,0.42919753763947616,-0.6455771205920605,1.1454729868764486,0.0,0,1,0,1,1,1,1,0,4.0,2.0,2.0,0.0,0.0,4.0,-0.46094859734055194,1.5426452989843629,1.9437554319018122,1.659741876156688,-0.46105007775055384,0,1.8076505399752432,1.0,False,False,True,False,False,True,False,False,True,False,False,False,False
1,-1.3723212848889719,0,1,1,1.1412916668364244,1.3489065468669248,3.6460435106165234,2.3399501657048307,0.0,0,1,1,1,1,1,1,1,0.0,2.0,4.0,2.0,4.0,0.0,0.03806584530432036,-0.27314443925678844,0.6114801798074241,0.5674379077106733,0.037435345607209375,2,0.36074386814914833,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False
0,-0.5386681679003448,1,0,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,1.1454729868764486,0.0,0,1,1,1,1,1,1,1,4.0,3.0,4.0,0.0,0.0,3.0,-0.2114413760181158,0.937382052903979,1.1443902806451793,1.222820288778282,-0.21180736607167217,1,1.1745271481413275,1.0,True,False,False,False,True,False,False,False,False,True,False,True,False
1,-1.3723212848889719,1,0,0,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,0,0,0,1,1,1,1,0,4.0,4.0,2.0,0.0,0.0,3.0,0.03806584530432036,2.1479085450647464,2.21021048232069,1.878202669845891,0.037435345607209375,2,2.1689703162917704,1.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,-0.5386681679003448,0,1,1,0.22732092748076627,0.42919753763947616,-0.6455771205920605,1.1454729868764486,1.0,1,1,0,1,1,1,1,0,3.0,0.0,1.0,0.0,0.0,1.0,-0.7104558186629881,-1.181039308377364,-0.18788497144920877,-0.08794447335693546,-0.7102927894294354,0,-0.4530394118430309,2.0,False,False,True,False,False,True,False,False,False,False,True,False,False
0,-0.5386681679003448,1,1,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,-0.04900419195193345,1.0,1,0,0,1,1,1,1,0,2.0,0.0,1.0,0.0,0.0,4.0,0.03806584530432036,-0.27314443925678844,0.6114801798074241,0.5674379077106733,0.037435345607209375,2,0.36074386814914833,0.0,False,False,False,False,False,True,False,False,True,False,False,True,False
1,-1.3723212848889719,1,0,1,1.1412916668364244,-0.49051147158797254,-0.6455771205920605,-1.2434813707803156,0.0,0,0,0,0,1,1,1,0,2.0,4.0,1.0,0.0,0.0,2.0,0.5370802879491927,2.1479085450647464,2.21021048232069,1.878202669845891,0.5381661987999173,2,2.1689703162917704,1.0,False,False,False,True,False,True,False,False,False,False,False,True,False
1,-1.3723212848889719,0,1,1,-0.6866498118748918,-1.410220480815421,-0.6455771205920605,-0.04900419195193345,0.0,0,0,0,1,1,1,1,1,4.0,3.0,1.0,0.0,0.0,4.0,0.2875730666267565,-0.5757760622969803,-0.45434002186808636,-0.30640526704613835,0.286678057286091,2,-0.4530394118430309,2.0,True,False,False,False,False,False,True,False,False,False,True,True,False
1,-0.5386681679003448,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-0.04900419195193345,0.0,0,1,0,1,1,1,1,0,4.0,3.0,3.0,0.0,1.0,4.0,-0.46094859734055194,1.240013675944171,1.1443902806451793,1.222820288778282,-0.46105007775055384,0,1.2651283533137903,1.0,False,False,False,True,False,False,False,True,False,False,False,False,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,0.784963089810801,-0.04900419195193345,0.0,0,1,0,1,1,1,0,0,3.0,3.0,2.0,0.0,0.0,1.0,-0.46094859734055194,0.029487183783403422,0.6114801798074241,0.7858987013998763,-0.46105007775055384,0,0.541403756307412,0.0,False,True,False,False,False,False,False,True,False,False,True,False,False
1,-0.5386681679003448,1,1,1,0.22732092748076627,0.42919753763947616,0.784963089810801,-1.2434813707803156,0.0,0,0,0,1,1,1,1,0,4.0,3.0,1.0,0.0,0.0,4.0,-0.7104558186629881,0.6347504298637872,0.8779352302263017,0.5674379077106733,-0.7102927894294354,0,0.7226061666523375,0.0,False,True,False,False,False,False,True,False,True,False,False,False,False
1,0.29498494908828243,0,1,1,-1.60062055123055,0.42919753763947616,2.2155033002136624,-0.04900419195193345,1.0,0,1,0,1,1,1,1,0,4.0,1.0,3.0,0.0,3.0,4.0,1.7846163945613736,-0.5757760622969803,-0.9872501227058417,-0.5248660607353413,1.784379757194325,3,-0.7243005051737573,2.0,False,True,False,False,False,True,False,False,False,False,False,False,False
1,-1.3723212848889719,1,1,1,0.22732092748076627,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,0,0,0,0,1,1,1,0,2.0,3.0,2.0,0.0,1.0,3.0,0.03806584530432036,0.937382052903979,0.6114801798074241,0.5674379077106733,0.037435345607209375,2,0.7226061666523375,0.0,False,True,False,False,False,True,False,False,False,False,True,False,False
0,-1.3723212848889719,1,1,1,-1.60062055123055,-0.49051147158797254,-0.6455771205920605,-0.04900419195193345,0.0,0,0,0,0,0,1,1,0,2.0,1.0,2.0,0.0,1.0,0.0,-0.46094859734055194,1.5426452989843629,1.1443902806451793,1.004359495089079,-0.46105007775055384,0,1.2651283533137903,1.0,False,False,False,False,False,False,True,False,False,False,False,True,False
1,-1.3723212848889719,1,1,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,2.3399501657048307,0.0,0,1,1,1,1,1,1,0,4.0,4.0,3.0,0.0,1.0,4.0,0.03806584530432036,1.5426452989843629,0.8779352302263017,1.004359495089079,0.037435345607209375,2,1.1745271481413275,1.0,False,False,True,False,False,False,True,False,True,False,False,False,False
0,-0.5386681679003448,1,0,1,-0.6866498118748918,1.3489065468669248,0.784963089810801,-0.04900419195193345,0.0,0,1,1,1,1,1,1,1,3.0,1.0,1.0,0.0,1.0,4.0,-0.46094859734055194,0.6347504298637872,0.6114801798074241,0.5674379077106733,-0.46105007775055384,0,0.6320049614798747,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False
1,-0.5386681679003448,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,0,1,0,1,1,1,1,0,2.0,3.0,3.0,0.0,3.0,4.0,1.5351091732389375,0.937382052903979,0.07857007896966886,0.5674379077106733,1.5351370455154436,3,0.541403756307412,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False
0,-0.5386681679003448,1,1,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,-0.04900419195193345,0.0,0,0,1,0,1,1,1,1,4.0,3.0,3.0,0.0,0.0,4.0,-0.7104558186629881,-0.8784076853371722,-0.9872501227058417,-0.5248660607353413,-0.7102927894294354,0,-0.81490171034622,2.0,False,True,False,False,False,True,False,False,True,False,False,True,False
1,-1.3723212848889719,1,1,1,0.22732092748076627,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,1,0,0,0,1,1,1,0,4.0,4.0,4.0,2.0,1.0,4.0,-0.7104558186629881,0.6347504298637872,0.6114801798074241,0.3489771140214704,-0.7102927894294354,0,0.541403756307412,0.0,False,False,True,False,False,False,True,False,True,False,False,False,False
0,-1.3723212848889719,1,0,0,0.22732092748076627,1.3489065468669248,-0.6455771205920605,-0.04900419195193345,0.0,1,0,0,1,1,1,1,1,4.0,2.0,1.0,0.0,0.0,0.0,-0.7104558186629881,-1.181039308377364,-0.18788497144920877,0.13051632033226745,-0.7102927894294354,0,-0.3624382066705682,2.0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,1.9622911830655367,1,1,1,-2.5145912905862082,-1.410220480815421,-0.6455771205920605,-0.04900419195193345,3.0,0,1,0,0,0,0,0,0,2.0,3.0,1.0,0.0,0.0,4.0,-0.46094859734055194,-1.181039308377364,-0.720795072286964,-0.30640526704613835,-0.46105007775055384,0,-0.7243005051737573,2.0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,1.1286380660769095,0,1,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,-1.2434813707803156,2.0,0,1,0,1,1,1,1,0,2.0,2.0,2.0,0.0,1.0,3.0,-0.7104558186629881,-1.181039308377364,-1.7866152739624745,-2.2725524102489647,-0.7102927894294354,0,-1.8999460836691258,3.0,False,False,True,False,False,True,False,False,False,False,True,True,False
1,-0.5386681679003448,0,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,0,0,1,1,1,1,1,0,2.0,4.0,4.0,1.0,4.0,3.0,0.2875730666267565,2.1479085450647464,1.9437554319018122,1.659741876156688,0.286678057286091,2,1.988310428133507,1.0,False,False,False,True,False,False,False,True,False,False,False,True,False
0,-1.3723212848889719,0,1,1,0.22732092748076627,1.3489065468669248,0.784963089810801,1.1454729868764486,2.0,0,1,0,0,1,1,1,1,3.0,1.0,1.0,1.0,1.0,4.0,-0.7104558186629881,0.3321188068235953,-2.852435475637985,-2.2725524102489647,-0.7102927894294354,0,-1.809344878496663,3.0,False,False,True,False,False,False,False,True,False,False,False,False,False
0,-1.3723212848889719,1,1,1,-1.60062055123055,-1.410220480815421,2.2155033002136624,-1.2434813707803156,0.0,0,1,0,1,0,1,1,1,3.0,2.0,2.0,0.0,1.0,3.0,-0.7104558186629881,-0.8784076853371722,-2.852435475637985,-2.2725524102489647,-0.7102927894294354,0,-2.171207176999852,3.0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0.29498494908828243,1,0,1,-0.6866498118748918,-0.49051147158797254,-0.6455771205920605,-1.2434813707803156,0.0,0,1,0,0,1,1,1,1,2.0,3.0,3.0,0.0,2.0,4.0,0.7865875092716288,-0.27314443925678844,0.6114801798074241,0.3489771140214704,0.7874089104787989,3,0.2701426629766856,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False
0,-0.5386681679003448,1,1,0,0.22732092748076627,1.3489065468669248,-0.6455771205920605,-1.2434813707803156,0.0,0,0,0,0,1,1,1,0,2.0,1.0,0.0,0.0,3.0,4.0,1.2856019519165012,0.3321188068235953,0.07857007896966886,0.13051632033226745,1.285894333836562,3,0.18008397999088463,0.0,False,False,True,False,False,True,False,False,False,False,False,False,False
1,-1.3723212848889719,0,1,1,0.22732092748076627,1.3489065468669248,3.6460435106165234,-0.04900419195193345,0.0,0,1,0,0,1,1,0,1,4.0,2.0,2.0,0.0,0.0,4.0,-0.7104558186629881,-0.5757760622969803,-2.852435475637985,-2.2725524102489647,-0.7102927894294354,0,-2.0806059718273895,3.0,False,False,False,False,False,False,False,True,False,False,False,True,False
0,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,1.1454729868764486,0.0,0,1,0,1,1,1,1,1,3.0,2.0,2.0,0.0,0.0,4.0,-0.7104558186629881,0.029487183783403422,-2.852435475637985,-2.2725524102489647,-0.7102927894294354,0,-1.8999460836691258,3.0,False,False,True,False,False,False,False,False,False,False,False,True,False
1,0.29498494908828243,0,1,1,0.22732092748076627,1.3489065468669248,2.2155033002136624,-0.04900419195193345,0.0,0,0,0,0,1,1,0,0,4.0,3.0,4.0,1.0,3.0,4.0,-0.7104558186629881,-0.27314443925678844,-2.852435475637985,-2.2725524102489647,-0.7102927894294354,0,-1.9900047666549268,3.0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,-0.5386681679003448,1,1,0,0.22732092748076627,0.42919753763947616,0.784963089810801,-1.2434813707803156,2.0,0,1,0,1,0,1,1,1,3.0,2.0,1.0,0.0,0.0,4.0,-0.7104558186629881,-2.0889341774979395,-2.852435475637985,-2.2725524102489647,-0.7102927894294354,0,-2.5325269533163794,3.0,False,True,False,False,False,True,False,False,False,False,False,False,True
1,-0.5386681679003448,1,0,1,-1.60062055123055,-1.410220480815421,-0.6455771205920605,-0.04900419195193345,1.0,0,0,0,0,1,1,0,1,3.0,3.0,3.0,0.0,2.0,4.0,-0.7104558186629881,0.937382052903979,0.34502512938854646,0.3489771140214704,-0.7102927894294354,0,0.541403756307412,0.0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,0.784963089810801,-1.2434813707803156,0.0,0,0,0,1,1,1,1,0,3.0,2.0,1.0,0.0,0.0,4.0,-0.7104558186629881,1.5426452989843629,1.410845331064057,1.004359495089079,-0.7102927894294354,0,1.3551870362995913,1.0,False,False,False,True,False,False,False,True,False,False,False,True,False
1,-1.3723212848889719,1,1,1,1.1412916668364244,0.42919753763947616,0.784963089810801,2.3399501657048307,0.0,1,1,0,0,1,1,1,0,1.0,1.0,1.0,0.0,0.0,2.0,-0.7104558186629881,-1.181039308377364,-0.45434002186808636,-2.2725524102489647,-0.7102927894294354,0,-1.4474825799934739,3.0,False,False,False,True,False,False,True,False,False,False,False,False,False
1,-0.5386681679003448,1,0,1,-0.6866498118748918,-0.49051147158797254,0.784963089810801,-1.2434813707803156,2.0,0,1,0,1,1,1,1,0,1.0,2.0,2.0,1.0,1.0,1.0,0.2875730666267565,-0.5757760622969803,-0.45434002186808636,-0.30640526704613835,0.286678057286091,2,-0.4530394118430309,2.0,False,False,True,False,False,False,True,False,False,False,True,False,False
0,-1.3723212848889719,1,1,1,1.1412916668364244,1.3489065468669248,-0.6455771205920605,1.1454729868764486,0.0,0,1,1,1,1,1,1,0,3.0,1.0,1.0,0.0,0.0,4.0,-0.46094859734055194,-0.5757760622969803,0.07857007896966886,0.13051632033226745,-0.46105007775055384,0,-0.09117711333984178,2.0,False,False,False,True,False,False,True,False,False,False,False,True,False
0,-0.5386681679003448,1,0,1,-1.60062055123055,-1.410220480815421,-0.6455771205920605,-1.2434813707803156,0.0,0,0,0,0,1,1,1,0,2.0,3.0,3.0,2.0,2.0,0.0,-0.46094859734055194,0.937382052903979,0.8779352302263017,0.5674379077106733,-0.46105007775055384,0,0.8126648496381385,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0.29498494908828243,1,1,1,-0.6866498118748918,-1.410220480815421,-0.6455771205920605,-1.2434813707803156,3.0,0,1,0,0,1,1,1,0,4.0,3.0,4.0,0.0,1.0,4.0,-0.7104558186629881,-1.7863025544577478,-2.852435475637985,-2.2725524102489647,-0.7102927894294354,0,-2.4424682703305787,3.0,False,True,False,False,False,True,False,False,True,False,False,True,False
